,City,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
268,"Chicago, IL, United States",182.13,121.37,45.48,62.92,81.02,2.71,33.0,31.68,-,2013
269,"Chicago, IL, United States",175.19,117.29,45.09,62.92,81.01,2.82,33.0,34.04,-,2014
270,"Chicago, IL, United States",152.01,122.99,34.61,65.41,84.51,3.55,45.25,39.78,57.87,2017
271,"Chicago, IL, United States",177.47,127.49,39.43,62.92,79.65,3.61,32.5,36.66,-,2015
272,"Chicago, IL, United States",155.91,127.65,32.75,63.79,85.14,4.27,40.17,39.28,61.04,2016
273,"Chicago, IL, United States",153.7,119.17,34.63,64.84,80.16,3.7,45.22,38.87,69.04,2018
274,"Chisinau, Moldova",42.08,23.85,50.3,52.69,34.89,17.16,24.6,57.24,-,2015
275,"Chisinau, Moldova",110.77,32.11,53.39,52.58,25.93,18.68,35.3,63.22,67.71,2016
276,"Cincinnati, OH, United States",178.51,126.99,48.93,68.5,63.48,2.4,26.61,39.77,73.24,2019
277,"Cincinnati, OH, United States",184.35,136.92,51.76,71.23,69.13,2.08,33.13,35.48,73.24,2018
278,"Cluj-Napoca, Romania",87.71,38.67,73.88,45.37,50.08,13.75,27.75,42.67,-,2013
279,"Cluj-Napoca, Romania",117.97,44.82,80.61,56.48,41.95,11.61,23.56,37.15,-,2015
280,"Cluj-Napoca, Romania",160.81,51.76,80.91,67.32,36.81,12.58,29.21,36.11,62.69,2017
281,"Cluj-Napoca, Romania",155.06,54.22,78.84,65.44,37.81,13.49,27.2,39.21,74.35,2019
282,"Cluj-Napoca, Romania",107.89,40.47,77.27,57.14,47.38,12.66,23.2,37.72,-,2014
283,"Cluj-Napoca, Romania",166.61,70.28,78.63,62.27,34.68,11.05,32.75,33.23,61.57,2016
284,"Cluj-Napoca, Romania",156.16,59.81,76.97,62.86,40.51,12.27,28.64,37.56,72.83,2018
285,"Coimbatore, India",127.62,53.91,64.86,70.26,22.31,10.52,51.95,62.69,78.1,2019
286,"Coimbatore, India",68.23,45.17,46.5,80.56,24.85,10.99,63.75,58.27,-,2014
287,"Coimbatore, India",122.54,53.23,60.24,68.36,24.61,10.2,52.47,65.7,79.44,2018
288,"Coimbatore, India",92.69,52.05,58.74,83.8,22.6,10.63,53.2,57.93,-,2015
289,"Coimbatore, India",117.59,51.61,63.25,72.73,23.46,9.81,51.69,63.89,38.34,2017
290,"Cologne, Germany",177.21,125.17,58.71,76.91,67.19,9.21,37.95,39.53,84.85,2019
291,"Colombo, Sri Lanka",89.18,26.24,60.73,71.23,32.31,29.61,58.2,56.92,59.11,2019
292,"Colombo, Sri Lanka",78.93,24.88,68.13,79.15,38.25,22.56,56.47,59.25,2.4,2017
293,"Colombo, Sri Lanka",71.29,26.95,52.14,79.44,38.12,21.11,52.88,61.62,-2.16,2016
294,"Colombo, Sri Lanka",93.98,27.62,62.52,76.28,37.72,26.02,58.22,59.48,59.11,2018
295,"Columbus, OH, United States",191.3,125.47,54.9,70.19,69.13,2.4,25.63,24.38,71.93,2018
296,"Columbus, OH, United States",186.2,120.68,55.53,69.08,71.7,2.64,26.0,24.91,58.23,2017
297,"Columbus, OH, United States",195.88,127.33,57.64,75.28,65.79,2.31,25.21,24.37,71.29,2019
298,"Constanta, Romania",76.83,28.79,61.72,53.24,54.73,13.44,30.75,36.67,-,2012
299,"Constanta, Romania",81.99,26.74,64.19,53.24,52.27,16.7,30.75,25.29,-,2013
300,"Copenhagen, Denmark",165.68,90.2,67.61,85.14,118.92,7.14,24.67,32.4,-,2013
301,"Copenhagen, Denmark",192.9,113.31,78.43,73.81,97.62,8.37,30.76,23.4,83.84,2018
302,"Copenhagen, Denmark",174.66,97.83,69.37,85.74,117.24,6.54,27.57,32.76,-,2014
303,"Copenhagen, Denmark",194.15,126.12,73.22,77.34,89.28,7.68,28.0,27.21,67.66,2016
304,"Copenhagen, Denmark",184.09,102.15,78.77,70.03,87.96,8.3,30.88,24.55,67.07,2017
305,"Copenhagen, Denmark",175.3,96.68,73.2,74.49,105.72,6.78,30.0,28.82,-,2015
306,"Copenhagen, Denmark",194.51,109.33,76.17,77.12,84.59,8.85,28.89,21.47,83.74,2019
307,"Copenhagen, Denmark",155.4,95.37,54.69,89.81,129.34,6.26,36.67,34.17,-,2012
308,"Cork, Ireland",186.62,100.71,69.84,54.61,72.43,4.48,32.73,18.41,89.78,2019
309,"Cork, Ireland",189.09,105.57,70.81,60.51,82.89,6.28,35.47,15.87,90.41,2018
310,"Cork, Ireland",187.33,116.8,67.56,61.96,74.19,6.05,39.5,18.51,70.06,2017
311,"Curitiba, Brazil",132.66,46.26,34.63,60.9,49.43,12.16,36.88,37.79,99.63,2018
312,"Curitiba, Brazil",134.85,38.68,35.58,64.25,40.63,14.31,31.14,35.05,99.6,2019
313,"Curitiba, Brazil",54.19,33.02,41.42,55.69,59.95,15.9,28.25,44.83,-,2014
314,"Curitiba, Brazil",116.0,63.81,53.73,59.03,65.22,9.11,26.0,38.36,-,2013
315,"Curitiba, Brazil",77.95,47.09,57.71,59.03,84.16,10.74,26.0,55.62,-,2012
316,"Curitiba, Brazil",137.0,50.73,34.84,57.0,49.73,11.81,39.05,43.38,93.37,2017
317,"Curitiba, Brazil",139.46,48.79,34.84,49.34,38.34,14.15,35.38,37.44,94.51,2016
318,"Curitiba, Brazil",44.19,30.88,36.41,52.78,52.96,18.71,38.55,38.1,-,2015
319,"Dallas, TX, United States",188.66,158.15,50.48,66.33,66.95,2.36,36.14,39.8,81.85,2019
320,"Dallas, TX, United States",191.44,163.48,56.5,68.12,70.2,2.31,39.97,43.87,72.26,2017
321,"Dallas, TX, United States",191.08,162.37,54.83,67.12,65.94,2.44,37.61,41.84,82.78,2018
322,"Davao, Philippines",102.71,23.17,71.25,71.86,34.82,31.84,27.61,61.99,58.57,2019
323,"Davao, Philippines",113.28,28.86,71.21,73.46,33.67,23.52,30.67,60.83,58.57,2018
324,"Davao, Philippines",72.87,42.08,73.34,71.88,34.59,26.56,28.92,67.19,-33.3,2016
325,"Davao, Philippines",63.79,35.6,71.6,71.9,31.84,25.92,31.12,60.05,-54.27,2017
326,"Delhi, India",83.16,61.15,40.36,66.78,28.0,15.8,55.97,91.88,58.9,2019
327,"Delhi, India",51.45,67.46,41.09,70.29,29.66,15.95,46.38,85.94,-,2015
328,"Delhi, India",89.37,78.33,40.66,64.76,32.14,15.41,55.4,92.25,58.9,2018
329,"Delhi, India",35.91,62.99,58.75,62.5,38.79,11.25,42.86,115.71,-,2012
330,"Delhi, India",80.1,77.84,39.21,65.85,29.19,14.77,52.77,92.93,23.93,2017
331,"Delhi, India",77.68,85.34,39.72,64.34,28.74,18.21,53.39,94.14,22.75,2016
332,"Delhi, India",53.94,63.59,43.62,67.39,30.48,15.75,47.08,79.92,-,2014
333,"Delhi, India",67.36,62.61,47.44,74.99,34.17,13.94,42.86,77.19,-,2013
334,"Denver, CO, United States",171.63,130.1,62.22,70.38,77.31,4.44,37.43,41.63,56.89,2018
335,"Denver, CO, United States",169.82,126.76,57.85,70.96,70.72,4.79,35.21,41.23,56.28,2019
336,"Denver, CO, United States",180.71,139.95,63.56,77.81,82.6,4.11,36.47,37.87,51.86,2017
337,"Denver, CO, United States",205.94,133.98,60.4,82.59,82.1,1.81,43.33,37.93,-,2014
338,"Denver, CO, United States",182.53,127.51,65.67,83.48,78.17,4.81,41.67,33.32,57.58,2016
339,"Denver, CO, United States",203.92,130.06,62.28,83.48,78.59,2.6,52.5,32.43,-,2015
340,"Detroit, MI, United States",145.97,131.62,28.57,56.72,70.2,1.04,47.42,52.14,68.64,2018
341,"Detroit, MI, United States",133.44,100.19,28.16,63.75,60.04,1.72,47.43,55.17,66.03,2019
342,"Dhaka, Bangladesh",61.58,37.72,29.43,39.95,33.64,14.07,55.53,94.15,71.29,2018
343,"Dhaka, Bangladesh",24.13,38.59,30.89,38.88,37.3,14.86,62.33,95.35,-10.49,2017
344,"Dhaka, Bangladesh",60.46,38.45,32.91,37.92,33.91,13.23,63.25,93.08,71.29,2019
345,"Dhaka, Bangladesh",29.84,43.19,29.64,37.54,38.64,11.61,63.88,91.12,-10.49,2016
346,"Dhaka, Bangladesh",-12.29,34.65,34.55,35.56,40.41,11.92,57.67,94.89,-,2015
347,"Dnipro, Ukraine",94.31,34.84,44.94,48.71,28.72,11.14,32.25,81.93,69.52,2019
348,"Doha, Qatar",135.69,144.01,77.18,70.16,70.0,7.23,33.56,82.77,9.26,2016
349,"Doha, Qatar",180.84,151.71,72.83,68.06,82.91,4.97,30.5,82.76,-,2013
350,"Doha, Qatar",158.5,120.86,85.52,70.26,66.12,4.93,34.78,70.41,45.48,2018
351,"Doha, Qatar",167.25,135.96,87.83,72.29,58.9,5.69,31.66,66.84,36.03,2019
352,"Doha, Qatar",143.45,114.56,78.75,75.0,74.0,8.14,29.27,86.94,-,2015
353,"Doha, Qatar",131.31,111.7,83.43,65.58,69.02,6.36,32.97,73.94,9.26,2017
354,"Dubai, United Arab Emirates",139.71,113.31,79.24,61.17,71.46,5.8,34.82,55.95,10.2,2017
355,"Dubai, United Arab Emirates",143.82,129.65,77.16,59.69,70.12,5.57,32.68,58.11,8.36,2016
356,"Dubai, United Arab Emirates",162.45,106.3,78.42,60.98,70.34,6.33,31.58,55.64,-,2015
357,"Dubai, United Arab Emirates",174.64,115.52,77.17,67.04,70.78,5.33,35.43,54.74,-,2014
358,"Dubai, United Arab Emirates",174.04,133.54,82.96,66.51,55.09,3.85,39.72,52.5,50.27,2019
359,"Dubai, United Arab Emirates",165.59,123.71,80.97,64.27,72.58,4.66,38.25,53.7,50.27,2018
360,"Dubai, United Arab Emirates",161.35,136.08,57.81,63.89,83.96,7.26,17.0,75.21,-,2012
361,"Dubai, United Arab Emirates",195.49,126.88,80.64,67.78,76.43,4.48,26.0,53.51,-,2013
362,"Dublin, Ireland",123.66,88.34,39.75,38.25,111.45,6.57,24.12,31.14,-,2014
363,"Dublin, Ireland",147.02,88.11,49.36,51.23,89.92,9.88,39.69,35.22,86.4,2018
364,"Dublin, Ireland",135.81,92.58,51.69,41.12,114.07,6.83,23.5,32.86,-,2013
365,"Dublin, Ireland",146.98,90.73,49.55,49.67,77.39,10.57,38.06,37.87,85.89,2019
366,"Dublin, Ireland",117.57,88.79,44.09,25.46,124.54,6.89,11.67,37.5,-,2012
367,"Dublin, Ireland",154.93,99.0,47.19,51.07,79.72,8.01,36.87,32.99,71.38,2017
368,"Dublin, Ireland",128.71,88.89,45.44,44.3,95.56,6.85,35.79,30.69,-,2015
369,"Dublin, Ireland",160.23,120.17,45.59,48.18,80.34,9.86,35.73,32.7,71.38,2016
370,"Durban, South Africa",139.07,96.43,20.79,46.26,46.3,3.22,31.82,54.84,95.75,2018
371,"Durban, South Africa",148.94,119.96,20.1,43.22,33.35,3.0,38.7,53.61,76.76,2016
372,"Durban, South Africa",142.35,87.84,20.23,51.43,39.96,3.27,27.62,51.4,95.61,2019
373,"Durban, South Africa",140.95,98.38,21.42,46.27,40.94,2.75,36.13,55.7,77.02,2017
374,"Edinburgh, United Kingdom",200.47,100.17,70.97,80.63,72.04,7.09,20.59,15.57,69.68,2017
375,"Edinburgh, United Kingdom",195.1,96.34,71.96,68.19,91.74,5.62,21.43,14.01,-,2015
376,"Edinburgh, United Kingdom",194.28,104.25,68.6,80.78,79.2,8.24,24.77,20.23,84.01,2018
377,"Edinburgh, United Kingdom",190.43,102.18,69.13,80.38,69.5,8.7,27.66,23.54,84.01,2019
378,"Edinburgh, United Kingdom",211.25,131.35,71.39,77.73,74.92,6.81,22.78,15.59,70.99,2016
379,"Edmonton, Canada",172.86,101.79,60.55,76.68,84.92,4.49,45.5,28.97,-,2015
380,"Edmonton, Canada",204.86,124.69,58.98,78.89,112.1,3.59,35.33,21.25,-,2012
381,"Edmonton, Canada",187.41,102.13,62.96,76.15,92.66,4.08,33.6,21.53,-,2014
382,"Edmonton, Canada",208.74,118.62,68.86,78.83,102.64,3.54,33.6,21.53,-,2013
383,"Edmonton, Canada",170.54,128.64,59.81,74.83,70.76,5.39,38.0,28.49,33.57,2016
384,"Edmonton, Canada",172.9,119.88,58.28,78.08,65.23,4.44,30.59,29.8,32.11,2019
385,"Edmonton, Canada",158.83,113.83,59.29,76.06,72.74,5.56,35.22,27.6,18.7,2017
386,"Edmonton, Canada",174.39,131.93,58.28,76.02,76.01,4.26,35.0,26.13,26.58,2018
387,"Eindhoven, Netherlands",216.39,127.31,74.89,85.62,71.79,4.48,21.38,18.52,85.38,2019
388,"Eindhoven, Netherlands",208.04,119.87,75.68,86.76,78.72,5.23,27.94,20.74,85.33,2018
389,"Eindhoven, Netherlands",196.38,116.79,74.63,87.37,70.28,5.12,30.36,20.53,50.9,2017
390,"Frankfurt, Germany",172.95,119.06,55.88,72.39,70.81,11.07,27.46,41.88,84.72,2019
391,"Frankfurt, Germany",170.6,114.94,60.89,71.49,75.21,8.87,27.58,37.27,56.25,2017
392,"Frankfurt, Germany",183.57,142.76,54.46,68.94,81.65,7.85,26.66,40.58,84.18,2018
393,"Frankfurt, Germany",214.97,139.18,72.48,63.1,96.57,5.07,28.75,31.29,-,2014
394,"Frankfurt, Germany",210.97,139.55,70.04,63.1,83.53,5.76,27.17,35.85,-,2015
395,"Gdansk, Poland",176.11,81.93,72.46,64.41,39.32,10.86,26.1,32.68,69.82,2016
396,"Gdansk, Poland",164.78,72.35,68.23,60.51,41.65,10.35,28.17,28.58,75.51,2019
397,"Gdansk, Poland",158.57,72.77,58.55,62.37,49.01,10.26,28.91,28.71,71.99,2018
398,"Gdansk, Poland",171.53,72.08,68.78,62.88,39.06,10.07,26.35,31.03,69.82,2017
399,"Gdansk, Poland",140.64,66.26,71.09,63.03,44.38,9.12,26.75,34.97,-,2015
400,"Geneva, Switzerland",187.84,126.36,72.11,69.92,118.87,10.34,24.81,29.44,82.61,2019
401,"Geneva, Switzerland",189.65,130.96,73.53,70.15,134.83,10.23,24.05,28.69,81.89,2018
402,"Geneva, Switzerland",179.04,121.11,72.52,68.85,132.79,11.19,23.0,28.74,70.4,2017
403,"Geneva, Switzerland",203.58,181.03,64.49,68.92,129.07,9.96,22.0,27.92,73.48,2016
404,"Geneva, Switzerland",189.91,130.21,62.15,60.0,145.18,10.13,17.6,23.81,-,2015
405,"Gent, Belgium",168.62,90.1,75.08,83.72,73.71,9.04,43.13,45.07,88.72,2019
406,"Glasgow, United Kingdom",175.59,103.45,52.75,87.45,68.91,5.0,45.11,29.95,68.32,2017
407,"Glasgow, United Kingdom",183.26,110.77,55.14,84.35,64.25,6.05,36.27,30.0,84.78,2019
408,"Glasgow, United Kingdom",166.76,99.32,47.34,91.87,92.77,5.18,47.67,26.25,-,2015
409,"Gothenburg, Sweden",177.88,112.08,54.08,63.49,76.01,10.26,20.73,20.53,60.25,2017
410,"Gothenburg, Sweden",185.31,112.94,56.49,71.1,71.49,10.65,23.85,18.99,77.49,2019
411,"Gothenburg, Sweden",183.85,112.1,58.13,68.79,84.38,10.67,20.94,20.23,76.48,2018
412,"Guadalajara, Mexico",132.01,50.43,46.13,78.38,29.39,7.33,48.57,71.24,84.8,2017
413,"Guadalajara, Mexico",137.82,71.87,45.8,76.72,34.19,5.58,43.12,67.35,92.83,2018
414,"Guadalajara, Mexico",120.33,48.77,42.07,78.18,32.94,11.94,40.34,70.52,92.83,2019
415,"Guatemala City, Guatemala",111.76,43.45,39.58,64.38,42.89,10.91,47.82,68.02,99.89,2019
416,"Gurgaon, India",104.78,110.16,37.54,75.24,31.4,7.85,49.38,88.65,19.54,2017
417,"Gurgaon, India",116.76,110.97,35.01,72.37,34.9,7.57,43.37,91.8,59.58,2018
418,"Gurgaon, India",118.57,104.0,38.66,72.34,30.85,7.78,39.37,91.06,59.87,2019
419,"Haifa, Israel",148.51,91.12,67.46,74.59,73.82,11.16,30.33,73.48,93.57,2019
420,"Halifax, Canada",172.05,96.73,57.89,71.09,68.86,6.11,28.86,24.38,58.99,2019
421,"Halifax, Canada",174.11,94.86,54.21,75.33,76.49,5.76,27.0,21.66,55.85,2017
422,"Halifax, Canada",170.56,95.7,57.23,74.66,82.03,5.4,32.21,24.22,58.99,2018
423,"Hamburg, Germany",164.35,98.13,66.73,63.33,81.79,8.48,28.62,32.87,-,2015
424,"Hamburg, Germany",176.03,116.06,48.89,79.2,80.75,8.79,32.96,31.37,83.21,2018
425,"Hamburg, Germany",168.7,106.88,52.01,82.92,75.76,9.56,33.81,27.52,53.48,2017
426,"Hamburg, Germany",186.29,151.98,51.37,75.45,72.18,8.69,32.91,31.07,59.85,2016
427,"Hamburg, Germany",201.55,111.66,74.48,82.41,95.64,9.89,26.5,20.02,-,2013
428,"Hamburg, Germany",177.64,108.24,53.39,78.98,72.84,9.76,31.36,28.2,82.75,2019
429,"Hamilton, Canada",166.24,122.71,55.01,82.37,65.26,6.86,36.76,48.47,62.35,2018
430,"Hamilton, Canada",189.47,161.52,55.28,78.23,56.01,5.18,40.89,43.73,63.81,2016
431,"Hamilton, Canada",177.67,130.23,51.91,80.01,61.51,5.83,38.25,41.43,64.99,2017
432,"Hamilton, Canada",194.49,103.28,64.32,86.67,92.38,3.42,21.25,29.43,-,2013
433,"Hamilton, Canada",167.55,125.58,52.83,82.51,59.71,6.22,35.81,48.53,61.06,2019
434,"Hanoi, Vietnam",96.73,39.09,56.87,51.89,38.93,16.86,25.31,91.56,79.04,2019
435,"Helsinki, Finland",174.73,110.6,72.85,74.64,78.35,10.31,35.97,18.04,40.43,2017
436,"Helsinki, Finland",166.31,91.39,64.37,71.37,94.2,10.94,27.0,19.83,-,2015
437,"Helsinki, Finland",180.24,129.76,68.67,75.43,79.61,10.17,31.0,21.42,39.4,2016
438,"Helsinki, Finland",186.4,105.32,77.42,73.93,78.33,12.39,32.08,13.01,62.79,2019
439,"Helsinki, Finland",186.75,113.87,75.58,75.15,87.77,10.99,36.0,13.99,61.33,2018
440,"Ho Chi Minh City, Vietnam",80.27,36.92,43.5,55.62,41.28,17.33,30.22,94.6,63.44,2018
441,"Ho Chi Minh City, Vietnam",32.2,32.45,41.89,52.44,43.27,21.65,30.62,94.64,-27.99,2017
442,"Ho Chi Minh City, Vietnam",-15.65,23.1,48.68,38.89,43.97,19.93,33.43,94.33,-,2015
443,"Ho Chi Minh City, Vietnam",8.92,25.01,41.39,43.94,42.46,31.69,33.23,94.0,-39.79,2016
444,"Ho Chi Minh City, Vietnam",72.64,29.87,43.78,55.48,38.39,22.92,31.29,93.21,63.44,2019
445,"Hong Kong, Hong Kong",94.45,81.45,79.32,67.99,79.96,36.15,42.22,69.9,29.73,2017
446,"Hong Kong, Hong Kong",118.49,92.55,83.69,67.59,82.95,17.48,40.83,63.65,-,2013
447,"Hong Kong, Hong Kong",65.24,67.12,82.2,80.62,77.36,36.83,44.6,57.41,-,2015
448,"Hong Kong, Hong Kong",79.12,68.36,82.03,73.98,82.73,25.87,40.43,64.25,-,2014
449,"Hong Kong, Hong Kong",108.33,102.32,79.15,74.3,81.48,37.57,46.4,67.17,39.9,2016
450,"Hong Kong, Hong Kong",110.28,82.86,79.1,63.81,78.72,41.08,41.26,69.35,83.64,2018
451,"Hong Kong, Hong Kong",100.9,69.34,80.68,67.35,78.14,49.42,41.0,66.39,83.64,2019
452,"Honolulu, HI, United States",164.22,101.03,56.22,69.92,95.67,8.66,42.52,36.85,95.33,2019
453,"Honolulu, HI, United States",149.99,85.56,63.62,65.51,99.54,10.01,39.36,42.9,71.9,2017
454,"Honolulu, HI, United States",161.81,103.08,58.27,66.93,94.15,8.99,42.0,41.5,95.23,2018
455,"Houston, TX, United States",150.98,121.27,40.8,75.29,89.86,2.65,39.77,60.37,-,2015
456,"Houston, TX, United States",145.37,120.57,43.21,75.61,86.52,2.59,40.94,67.46,-,2014
457,"Houston, TX, United States",161.36,150.24,37.31,74.39,75.4,1.93,43.51,57.12,59.4,2017
458,"Houston, TX, United States",149.92,138.45,40.66,66.76,75.19,3.28,38.0,69.72,62.62,2016
459,"Houston, TX, United States",162.23,133.92,38.28,79.44,78.09,2.1,43.0,63.79,-,2013
460,"Houston, TX, United States",167.14,145.38,39.14,72.12,70.37,2.28,43.25,55.77,86.08,2018
461,"Houston, TX, United States",171.0,146.52,39.09,72.27,63.62,2.2,42.21,52.36,85.53,2019
462,"Hyderabad, India",104.9,72.81,63.1,63.89,29.45,6.15,45.0,71.49,-,2013
463,"Hyderabad, India",128.79,67.71,65.08,67.46,24.0,7.7,41.96,76.88,73.54,2019
464,"Hyderabad, India",84.99,71.13,58.39,66.76,25.77,6.57,50.45,84.78,-,2015
465,"Hyderabad, India",80.33,66.59,59.24,62.77,25.56,6.93,50.45,82.88,-,2014
466,"Hyderabad, India",138.1,94.58,57.31,73.45,24.06,6.73,42.45,83.71,61.61,2016
467,"Hyderabad, India",129.9,74.08,62.71,69.55,24.06,7.07,40.36,80.55,53.7,2017
468,"Hyderabad, India",130.77,80.9,62.01,68.65,26.92,6.52,42.95,81.23,74.39,2018
469,"Iasi, Romania",136.59,49.63,74.67,65.51,33.87,12.75,34.6,61.27,61.73,2017
470,"Iasi, Romania",134.81,53.58,74.56,57.98,36.08,10.84,33.44,60.41,73.04,2019
471,"Iasi, Romania",136.31,51.29,73.31,59.55,39.81,11.94,29.71,57.38,73.04,2018
472,"Indianapolis, IN, United States",166.91,116.83,44.83,68.96,67.05,2.26,30.83,43.11,69.92,2019
473,"Islamabad, Pakistan",143.6,46.21,67.12,64.1,23.14,9.45,30.88,48.8,76.91,2019
474,"Islamabad, Pakistan",76.95,34.56,56.56,67.22,35.08,11.34,19.2,59.35,-,2015
475,"Istanbul, Turkey",111.44,42.03,51.01,67.87,37.66,12.49,52.57,69.73,93.02,2019
476,"Istanbul, Turkey",72.75,53.02,57.87,72.22,53.4,10.01,56.61,65.79,-,2015
477,"Istanbul, Turkey",116.5,54.57,49.65,67.89,44.73,12.38,55.03,67.11,95.38,2018
478,"Istanbul, Turkey",70.62,56.89,57.13,66.74,53.56,8.59,68.38,65.42,-,2014
479,"Istanbul, Turkey",77.02,62.92,57.64,80.38,68.98,7.44,72.4,69.44,-,2013
480,"Istanbul, Turkey",130.51,60.18,53.56,71.75,48.68,11.7,59.27,63.81,89.13,2016
481,"Istanbul, Turkey",55.71,58.8,66.63,73.89,77.93,6.11,74.4,90.0,-,2012
482,"Istanbul, Turkey",126.44,55.18,49.8,69.69,41.56,11.82,55.67,65.82,86.87,2017
483,"Izmir, Turkey",162.47,66.68,69.25,84.03,43.47,6.52,37.71,65.47,90.56,2016
484,"Izmir, Turkey",140.65,43.44,72.47,71.92,35.24,9.12,39.22,62.65,96.88,2019
485,"Izmir, Turkey",144.19,54.23,73.43,77.11,36.14,8.28,40.36,64.83,67.68,2017
486,"Izmir, Turkey",95.32,47.46,74.33,82.58,48.51,7.73,26.0,76.02,-,2015
487,"Izmir, Turkey",147.21,54.57,73.03,74.47,40.97,8.14,37.88,62.75,96.29,2018
488,"Jacksonville, FL, United States",185.15,133.31,41.71,74.83,69.0,2.03,35.19,32.56,87.81,2019
489,"Jakarta, Indonesia",-4.01,25.0,51.2,64.47,44.69,23.69,50.7,82.97,-,2015
490,"Jakarta, Indonesia",59.41,37.46,49.56,58.19,43.92,22.62,48.75,82.88,14.81,2016
491,"Jakarta, Indonesia",78.68,34.8,46.86,61.24,46.47,17.6,54.26,82.32,63.3,2018
492,"Jakarta, Indonesia",71.32,27.5,46.62,58.95,41.52,21.24,55.91,81.71,63.76,2019
493,"Jakarta, Indonesia",-13.03,31.65,51.73,38.33,58.01,14.93,56.25,98.06,-,2013
494,"Jakarta, Indonesia",57.4,41.45,47.22,62.97,48.43,16.85,57.25,86.43,9.62,2017
495,"Jakarta, Indonesia",-6.99,28.47,46.89,48.06,45.62,17.51,56.43,87.29,-,2014
496,"Jeddah (Jiddah), Saudi Arabia",134.03,113.18,51.19,56.7,51.0,3.48,39.21,78.96,63.92,2018
497,"Jeddah (Jiddah), Saudi Arabia",150.72,120.56,64.93,49.26,50.59,3.38,34.0,74.29,-,2015
498,"Jeddah (Jiddah), Saudi Arabia",143.15,102.74,61.98,55.97,49.58,3.33,33.2,72.73,66.17,2019
499,"Jeddah (Jiddah), Saudi Arabia",114.29,111.99,71.22,56.72,50.07,3.47,43.92,78.94,-1.45,2017
500,"Johannesburg, South Africa",115.74,118.08,17.21,57.05,48.96,2.68,39.87,73.68,-,2015
501,"Johannesburg, South Africa",142.27,111.67,21.51,60.11,44.99,2.8,46.44,72.72,92.6,2017
502,"Johannesburg, South Africa",93.79,94.16,16.07,59.98,67.16,3.68,34.62,69.31,-,2013
503,"Johannesburg, South Africa",108.14,98.51,16.39,60.62,52.81,3.24,36.83,62.51,-,2014
504,"Johannesburg, South Africa",148.52,130.0,16.64,60.3,37.58,2.97,44.82,73.68,92.2,2016
505,"Johannesburg, South Africa",129.37,89.95,19.71,58.96,45.76,3.55,42.31,61.84,91.38,2019
506,"Johannesburg, South Africa",75.67,97.31,13.04,69.07,78.79,2.77,36.0,91.67,-,2012
507,"Johannesburg, South Africa",142.3,125.99,21.14,61.41,50.02,2.52,44.92,65.58,91.42,2018
508,"Kansas City, MO, United States",185.36,135.13,39.77,75.25,68.81,2.08,24.54,33.71,75.08,2019
509,"Karachi, Pakistan",85.03,43.21,35.82,57.25,28.61,8.52,40.84,95.29,50.24,2017
510,"Karachi, Pakistan",82.09,39.06,37.8,58.22,27.1,11.05,45.22,94.51,70.96,2018
511,"Karachi, Pakistan",-13.27,30.39,20.2,47.1,31.91,14.29,27.25,98.77,-,2015
512,"Karachi, Pakistan",75.1,50.76,30.3,55.2,28.59,11.1,40.6,88.58,27.47,2016
513,"Karachi, Pakistan",82.06,33.2,41.57,58.7,21.58,16.85,39.12,91.04,71.32,2019
514,"Kathmandu, Nepal",78.69,25.32,64.89,55.51,31.19,29.22,41.79,95.6,92.64,2019
515,"Kelowna, Canada",174.26,105.57,51.81,71.3,66.99,5.36,29.3,23.34,59.65,2019
516,"Kharkiv, Ukraine",101.99,30.83,55.42,44.49,27.34,13.38,38.09,63.71,65.35,2019
517,"Kharkiv, Ukraine",100.48,27.19,53.23,43.04,24.85,16.55,36.93,57.1,63.99,2018
518,"Kiev, Ukraine",87.34,29.9,49.95,53.39,27.72,23.49,37.03,71.91,49.08,2017
519,"Kiev, Ukraine",90.57,33.79,58.56,55.25,29.77,26.48,35.7,77.7,55.51,2016
520,"Kiev, Ukraine",100.33,37.48,52.1,53.2,27.52,17.39,37.8,68.85,68.86,2018
521,"Kiev, Ukraine",104.51,39.0,52.0,53.86,30.27,14.28,39.66,67.21,69.95,2019
522,"Kiev, Ukraine",17.55,36.8,49.24,40.58,49.51,16.99,33.0,81.09,-,2014
523,"Kiev, Ukraine",12.16,33.93,45.81,36.48,53.58,17.88,36.6,74.6,-,2013
524,"Kiev, Ukraine",22.29,35.92,54.89,45.08,44.49,17.41,34.1,81.58,-,2015
525,"Kolkata, India",93.42,55.02,49.31,58.51,24.72,11.03,61.06,79.37,60.9,2019
526,"Kolkata, India",88.6,56.3,50.29,55.05,27.99,12.1,65.53,79.76,59.24,2018
527,"Kolkata, India",16.93,52.19,56.67,31.29,29.4,13.31,63.4,94.2,-,2013
528,"Kolkata, India",40.92,58.7,47.27,40.22,26.02,10.8,58.0,82.54,-,2015
529,"Kolkata, India",62.87,80.59,51.31,50.51,24.8,10.14,71.47,81.63,-19.93,2016
530,"Kolkata, India",37.48,55.61,51.48,32.84,26.18,11.16,60.88,80.16,-,2014
531,"Kolkata, India",-74.08,49.55,27.97,19.72,32.96,15.13,74.25,145.5,-,2012
